user_id,work_year,experience_level,employment_type,job_title,salary_in_usd,company_location,company_size,job_field,company_location_na,employment_mode
2270,2023,Mid-level,Full-time,Data Manager,110000,United States,Medium,data engineering,True,Onsite
2271,2023,Mid-level,Full-time,Data Manager,70000,United States,Medium,data engineering,True,Onsite
2272,2023,Senior-level,Full-time,Data Engineer,284310,United States,Medium,data engineering,True,Onsite
2273,2023,Senior-level,Full-time,Data Engineer,153090,United States,Medium,data engineering,True,Onsite
2274,2023,Senior-level,Full-time,Machine Learning Engineer,261500,United States,Large,machine learning,True,Onsite
2275,2023,Senior-level,Full-time,Machine Learning Engineer,134500,United States,Large,machine learning,True,Onsite
2276,2023,Entry-level,Contract,Product Data Analyst,83200,United States,Small,data analytics,True,Hybrid
2277,2023,Senior-level,Full-time,Data Engineer,204500,Germany,Medium,data engineering,False,Onsite
2278,2023,Senior-level,Full-time,Data Engineer,142200,Germany,Medium,data engineering,False,Onsite
2279,2023,Senior-level,Full-time,Data Analyst,145000,United States,Medium,data analytics,True,Remote
2280,2023,Senior-level,Full-time,Data Analyst,106000,United States,Medium,data analytics,True,Remote
2281,2023,Senior-level,Full-time,Data Scientist,190000,United States,Medium,data science,True,Remote
2282,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2283,2023,Senior-level,Full-time,Analytics Engineer,275300,United States,Medium,data analytics,True,Remote
2284,2023,Senior-level,Full-time,Analytics Engineer,183500,United States,Medium,data analytics,True,Remote
2285,2023,Mid-level,Full-time,Data Engineer,147397,Great Britain,Medium,data engineering,False,Onsite
2286,2023,Mid-level,Full-time,Data Engineer,122831,Great Britain,Medium,data engineering,False,Onsite
2287,2023,Senior-level,Full-time,ETL Developer,182850,United States,Medium,data engineering,True,Remote
2288,2023,Senior-level,Full-time,ETL Developer,113000,United States,Medium,data engineering,True,Remote
2289,2023,Senior-level,Full-time,Business Intelligence Engineer,202800,United States,Large,business intelligence,True,Onsite
2290,2023,Senior-level,Full-time,Business Intelligence Engineer,104300,United States,Large,business intelligence,True,Onsite
2291,2023,Senior-level,Full-time,Data Engineer,215000,United States,Medium,data engineering,True,Onsite
2292,2023,Senior-level,Full-time,Data Engineer,175000,United States,Medium,data engineering,True,Onsite
2293,2023,Executive/Director,Full-time,Data Scientist,228856,Great Britain,Medium,data science,False,Remote
2294,2023,Executive/Director,Full-time,Data Scientist,144540,Great Britain,Medium,data science,False,Remote
2295,2023,Mid-level,Full-time,Data Engineer,162500,United States,Medium,data engineering,True,Onsite
2296,2023,Mid-level,Full-time,Data Engineer,130000,United States,Medium,data engineering,True,Onsite
2297,2023,Mid-level,Full-time,Data Scientist,140000,United States,Medium,data science,True,Remote
2298,2023,Mid-level,Full-time,Data Scientist,115000,United States,Medium,data science,True,Remote
2299,2023,Senior-level,Full-time,Data Engineer,136600,United States,Medium,data engineering,True,Remote
2300,2023,Senior-level,Full-time,Data Engineer,109280,United States,Medium,data engineering,True,Remote
2301,2023,Senior-level,Full-time,Machine Learning Engineer,221000,United States,Medium,machine learning,True,Onsite
2302,2023,Senior-level,Full-time,Machine Learning Engineer,185000,United States,Medium,machine learning,True,Onsite
2303,2023,Senior-level,Full-time,Data Analyst,84000,Colombia,Medium,data analytics,False,Remote
2304,2023,Senior-level,Full-time,Data Analyst,60000,Colombia,Medium,data analytics,False,Remote
2305,2023,Mid-level,Full-time,Analytics Engineer,73698,Great Britain,Medium,data analytics,False,Onsite
2306,2023,Mid-level,Full-time,Analytics Engineer,61415,Great Britain,Medium,data analytics,False,Onsite
2307,2023,Mid-level,Full-time,BI Data Analyst,70000,United States,Medium,data analytics,True,Remote
2308,2021,Senior-level,Freelance,Machine Learning Developer,60000,Nigeria,Medium,machine learning,False,Remote
2309,2023,Senior-level,Full-time,Research Engineer,281000,United States,Medium,data science,True,Onsite
2310,2023,Senior-level,Full-time,Research Engineer,196000,United States,Medium,data science,True,Onsite
2311,2023,Senior-level,Full-time,Data Engineer,146000,United States,Medium,data engineering,True,Onsite
2312,2023,Senior-level,Full-time,Data Engineer,94000,United States,Medium,data engineering,True,Onsite
2313,2023,Entry-level,Full-time,Data Integration Specialist,69500,United States,Medium,data engineering,True,Remote
2314,2023,Entry-level,Full-time,Data Integration Specialist,46400,United States,Medium,data engineering,True,Remote
2315,2023,Senior-level,Full-time,Data Engineer,185000,United States,Medium,data engineering,True,Remote
2316,2023,Senior-level,Full-time,Data Engineer,150000,United States,Medium,data engineering,True,Remote
2317,2023,Senior-level,Full-time,Data Engineer,145000,United States,Medium,data engineering,True,Onsite
2318,2023,Senior-level,Full-time,Data Engineer,115000,United States,Medium,data engineering,True,Onsite
2319,2023,Senior-level,Full-time,Data Engineer,254000,United States,Medium,data engineering,True,Onsite
2320,2023,Senior-level,Full-time,Data Engineer,200000,United States,Medium,data engineering,True,Onsite
2321,2023,Senior-level,Full-time,Applied Scientist,260000,United States,Large,data science,True,Onsite
2322,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
2323,2023,Senior-level,Full-time,Data Scientist,281000,Canada,Medium,data science,True,Onsite
2324,2023,Senior-level,Full-time,Data Scientist,181000,Canada,Medium,data science,True,Onsite
2325,2023,Senior-level,Full-time,Data Architect,285000,United States,Medium,analytics architect,True,Remote
2326,2023,Senior-level,Full-time,Data Architect,210000,United States,Medium,analytics architect,True,Remote
2327,2023,Entry-level,Full-time,Data Analyst,69525,United States,Medium,data analytics,True,Remote
2328,2023,Entry-level,Full-time,Data Analyst,61800,United States,Medium,data analytics,True,Remote
2329,2023,Senior-level,Full-time,Data Scientist,192000,United States,Medium,data science,True,Onsite
2330,2023,Senior-level,Full-time,Data Scientist,164000,United States,Medium,data science,True,Onsite
2331,2023,Senior-level,Full-time,ML Engineer,178000,United States,Medium,machine learning,True,Onsite
2332,2023,Senior-level,Full-time,ML Engineer,152000,United States,Medium,machine learning,True,Onsite
2333,2023,Senior-level,Full-time,BI Developer,160000,Japan,Large,business intelligence,False,Remote
2334,2023,Entry-level,Full-time,Data Scientist,40000,United States,Medium,data science,True,Remote
2335,2023,Senior-level,Full-time,Data Analyst,125000,United States,Medium,data analytics,True,Onsite
2336,2023,Senior-level,Full-time,Data Analyst,95000,United States,Medium,data analytics,True,Onsite
2337,2023,Senior-level,Full-time,Data Visualization Analyst,130000,United States,Medium,data analytics,True,Onsite
2338,2023,Senior-level,Full-time,Data Visualization Analyst,110000,United States,Medium,data analytics,True,Onsite
2339,2023,Senior-level,Full-time,Data Scientist,48567,Spain,Medium,data science,False,Onsite
2340,2023,Senior-level,Full-time,Data Scientist,38854,Spain,Medium,data science,False,Onsite
2341,2023,Senior-level,Full-time,Data Engineer,145000,United States,Medium,data engineering,True,Onsite
2342,2023,Senior-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Onsite
2343,2023,Senior-level,Full-time,Machine Learning Engineer,283200,United States,Medium,machine learning,True,Onsite
2344,2023,Senior-level,Full-time,Machine Learning Engineer,188800,United States,Medium,machine learning,True,Onsite
2345,2023,Senior-level,Full-time,Research Engineer,225000,France,Medium,data science,False,Onsite
2346,2023,Senior-level,Full-time,Research Engineer,168000,France,Medium,data science,False,Onsite
2347,2023,Senior-level,Full-time,Data Scientist,140000,United States,Medium,data science,True,Onsite
2348,2023,Senior-level,Full-time,Data Scientist,105000,United States,Medium,data science,True,Onsite
2349,2023,Entry-level,Full-time,Data Scientist,130001,United States,Medium,data science,True,Remote
2350,2023,Entry-level,Full-time,Data Scientist,71907,United States,Medium,data science,True,Remote
2351,2023,Senior-level,Full-time,Analytics Engineer,144000,Canada,Medium,data analytics,True,Remote
2352,2023,Senior-level,Full-time,Analytics Engineer,80000,Canada,Medium,data analytics,True,Remote
2353,2023,Senior-level,Full-time,Data Architect,205000,United States,Medium,analytics architect,True,Remote
2354,2023,Senior-level,Full-time,Data Architect,150000,United States,Medium,analytics architect,True,Remote
2355,2023,Senior-level,Full-time,Data Analyst,189400,Great Britain,Medium,data analytics,False,Onsite
2356,2023,Senior-level,Full-time,Data Analyst,131685,Great Britain,Medium,data analytics,False,Onsite
2357,2023,Executive/Director,Full-time,Head of Data,204500,United States,Medium,data engineering,True,Onsite
2358,2023,Executive/Director,Full-time,Head of Data,142200,United States,Medium,data engineering,True,Onsite
2359,2023,Senior-level,Full-time,Data Scientist,150000,United States,Medium,data science,True,Remote
2360,2023,Senior-level,Full-time,Data Scientist,130000,United States,Medium,data science,True,Remote
2361,2023,Mid-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Onsite
2362,2023,Mid-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Onsite
2363,2023,Senior-level,Full-time,Data Analyst,172000,Great Britain,Medium,data analytics,False,Remote
2364,2023,Senior-level,Full-time,Data Analyst,110000,Great Britain,Medium,data analytics,False,Remote
2365,2023,Senior-level,Full-time,Applied Scientist,260000,United States,Large,data science,True,Onsite
2366,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
2367,2023,Senior-level,Full-time,Data Analyst,110000,United States,Medium,data analytics,True,Remote
2368,2023,Senior-level,Full-time,Data Analyst,90000,United States,Medium,data analytics,True,Remote
2369,2023,Entry-level,Full-time,BI Data Analyst,60000,United States,Medium,data analytics,True,Remote
2370,2023,Entry-level,Full-time,Data Scientist,77722,Canada,Large,data science,True,Hybrid
2371,2022,Mid-level,Full-time,Data Scientist,55410,Great Britain,Medium,data science,False,Remote
2372,2023,Senior-level,Full-time,Product Data Analyst,57000,Russia,Large,data analytics,False,Remote
2373,2023,Mid-level,Full-time,Autonomous Vehicle Technician,120000,Great Britain,Medium,other,False,Hybrid
2374,2023,Senior-level,Full-time,Data Modeler,168400,United States,Medium,data engineering,True,Onsite
2375,2023,Senior-level,Full-time,Data Modeler,90700,United States,Medium,data engineering,True,Onsite
2376,2023,Senior-level,Full-time,Data Analyst,150000,United States,Medium,data analytics,True,Remote
2377,2023,Senior-level,Full-time,Data Analyst,95000,United States,Medium,data analytics,True,Remote
2378,2023,Senior-level,Full-time,Data Engineer,161000,United States,Medium,data engineering,True,Onsite
2379,2023,Senior-level,Full-time,Data Engineer,85000,United States,Medium,data engineering,True,Onsite
2380,2023,Senior-level,Full-time,Research Engineer,240000,United States,Medium,data science,True,Remote
2381,2023,Senior-level,Full-time,Research Engineer,157250,United States,Medium,data science,True,Remote
2382,2023,Senior-level,Full-time,Applied Scientist,260000,United States,Large,data science,True,Onsite
2383,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
2384,2023,Senior-level,Full-time,Data Scientist,277500,United States,Medium,data science,True,Onsite
2385,2023,Senior-level,Full-time,Data Scientist,206000,United States,Medium,data science,True,Onsite
2386,2023,Mid-level,Full-time,Machine Learning Engineer,165000,United States,Medium,machine learning,True,Onsite
2387,2023,Mid-level,Full-time,Machine Learning Engineer,150000,United States,Medium,machine learning,True,Onsite
2388,2023,Senior-level,Full-time,Applied Scientist,222200,United States,Large,data science,True,Onsite
2389,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
2390,2023,Senior-level,Full-time,Data Scientist,236500,United States,Medium,data science,True,Onsite
2391,2023,Senior-level,Full-time,Data Scientist,176000,United States,Medium,data science,True,Onsite
2392,2023,Senior-level,Full-time,Data Analyst,155000,Great Britain,Medium,data analytics,False,Onsite
2393,2023,Senior-level,Full-time,Data Analyst,120000,Great Britain,Medium,data analytics,False,Onsite
2394,2023,Senior-level,Full-time,Data Scientist,172800,Great Britain,Medium,data science,False,Remote
2395,2023,Senior-level,Full-time,Data Scientist,110000,Great Britain,Medium,data science,False,Remote
2396,2023,Senior-level,Full-time,Applied Scientist,260000,United States,Large,data science,True,Onsite
2397,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
2398,2023,Senior-level,Full-time,Data Engineer,171250,United States,Medium,data engineering,True,Onsite
2399,2023,Senior-level,Full-time,Data Engineer,113750,United States,Medium,data engineering,True,Onsite
2400,2022,Entry-level,Full-time,Research Engineer,41809,Japan,Large,data science,False,Hybrid
2401,2020,Mid-level,Contract,Sales Data Analyst,60000,Nigeria,Medium,data analytics,False,Onsite
2402,2023,Entry-level,Full-time,Cloud Data Engineer,100000,United States,Large,data engineering,True,Hybrid
2403,2023,Senior-level,Contract,Finance Data Analyst,323784,United States,Medium,data analytics,True,Remote
2404,2023,Senior-level,Full-time,Data Engineer,146000,United States,Medium,data engineering,True,Onsite
2405,2023,Senior-level,Full-time,Data Engineer,75000,United States,Medium,data engineering,True,Onsite
2406,2023,Senior-level,Full-time,Data Engineer,146000,United States,Medium,data engineering,True,Onsite
2407,2023,Senior-level,Full-time,Data Engineer,75000,United States,Medium,data engineering,True,Onsite
2408,2023,Entry-level,Full-time,Research Scientist,150000,United States,Medium,data science,True,Onsite
2409,2023,Entry-level,Full-time,Research Scientist,100000,United States,Medium,data science,True,Onsite
2410,2023,Senior-level,Full-time,Data Analyst,62000,United States,Medium,data analytics,True,Onsite
2411,2023,Senior-level,Full-time,Data Analyst,55000,United States,Medium,data analytics,True,Onsite
2412,2023,Mid-level,Full-time,Data Analytics Manager,155000,United States,Medium,data analytics,True,Onsite
2413,2023,Mid-level,Full-time,Data Analytics Manager,140000,United States,Medium,data analytics,True,Onsite
2414,2023,Mid-level,Full-time,Applied Scientist,36000,Nigeria,Medium,data science,False,Hybrid
2415,2023,Senior-level,Full-time,Machine Learning Engineer,247500,United States,Medium,machine learning,True,Onsite
2416,2023,Senior-level,Full-time,Machine Learning Engineer,172200,United States,Medium,machine learning,True,Onsite
2417,2023,Mid-level,Full-time,Data Specialist,110000,United States,Medium,data engineering,True,Onsite
2418,2023,Mid-level,Full-time,Data Specialist,70000,United States,Medium,data engineering,True,Onsite
2419,2023,Senior-level,Full-time,Machine Learning Engineer,230000,United States,Medium,machine learning,True,Onsite
2420,2023,Senior-level,Full-time,Machine Learning Engineer,140100,United States,Medium,machine learning,True,Onsite
2421,2023,Senior-level,Full-time,Machine Learning Engineer,297300,United States,Medium,machine learning,True,Remote
2422,2023,Senior-level,Full-time,Machine Learning Engineer,198200,United States,Medium,machine learning,True,Remote
2423,2023,Mid-level,Full-time,Data Engineer,204000,United States,Medium,data engineering,True,Remote
2424,2023,Mid-level,Full-time,Data Engineer,161500,United States,Medium,data engineering,True,Remote
2425,2023,Senior-level,Full-time,Data Operations Analyst,144000,Great Britain,Medium,data analytics,False,Onsite
2426,2023,Senior-level,Full-time,Data Operations Analyst,77000,Great Britain,Medium,data analytics,False,Onsite
2427,2023,Mid-level,Full-time,Data Specialist,87500,United States,Medium,data engineering,True,Remote
2428,2023,Mid-level,Full-time,Data Specialist,62500,United States,Medium,data engineering,True,Remote
2429,2023,Senior-level,Full-time,Data Analyst,160000,United States,Medium,data analytics,True,Remote
2430,2023,Senior-level,Full-time,Data Analyst,135000,United States,Medium,data analytics,True,Remote
2431,2023,Senior-level,Full-time,Machine Learning Engineer,216000,United States,Medium,machine learning,True,Remote
2432,2023,Senior-level,Full-time,Machine Learning Engineer,184000,United States,Medium,machine learning,True,Remote
2433,2023,Mid-level,Full-time,Data Modeler,110548,Great Britain,Medium,data engineering,False,Onsite
2434,2023,Mid-level,Full-time,Data Modeler,55274,Great Britain,Medium,data engineering,False,Onsite
2435,2023,Senior-level,Full-time,Research Engineer,253000,United States,Medium,data science,True,Remote
2436,2023,Senior-level,Full-time,Research Engineer,156400,United States,Medium,data science,True,Remote
2437,2023,Senior-level,Full-time,Data Engineer,265000,United States,Medium,data engineering,True,Remote
2438,2023,Senior-level,Full-time,Data Engineer,200000,United States,Medium,data engineering,True,Remote
2439,2023,Senior-level,Full-time,Data Engineer,217000,United States,Medium,data engineering,True,Remote
2440,2023,Senior-level,Full-time,Data Engineer,185000,United States,Medium,data engineering,True,Remote
2441,2023,Senior-level,Full-time,Data Scientist,177300,Great Britain,Medium,data science,False,Onsite
2442,2023,Senior-level,Full-time,Data Scientist,136300,Great Britain,Medium,data science,False,Onsite
2443,2023,Senior-level,Full-time,Data Analyst,83000,United States,Medium,data analytics,True,Remote
2444,2023,Senior-level,Full-time,Data Analyst,72000,United States,Medium,data analytics,True,Remote
2445,2023,Senior-level,Full-time,Data Analyst,208450,United States,Medium,data analytics,True,Remote
2446,2023,Senior-level,Full-time,Data Analyst,170550,United States,Medium,data analytics,True,Remote
2447,2023,Senior-level,Full-time,Data Engineer,72000,Colombia,Medium,data engineering,False,Remote
2448,2023,Senior-level,Full-time,Data Engineer,60000,Colombia,Medium,data engineering,False,Remote
2449,2023,Senior-level,Full-time,Machine Learning Engineer,200000,United States,Medium,machine learning,True,Onsite
2450,2023,Senior-level,Full-time,Machine Learning Engineer,130000,United States,Medium,machine learning,True,Onsite
2451,2023,Senior-level,Full-time,Data Scientist,190000,United States,Medium,data science,True,Onsite
2452,2023,Senior-level,Full-time,Data Scientist,165000,United States,Medium,data science,True,Onsite
2453,2023,Entry-level,Full-time,Research Engineer,165000,United States,Medium,data science,True,Onsite
2454,2023,Entry-level,Full-time,Research Engineer,145000,United States,Medium,data science,True,Onsite
2455,2023,Senior-level,Full-time,Applied Scientist,222200,United States,Large,data science,True,Onsite
2456,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
2457,2023,Executive/Director,Full-time,Director of Data Science,336400,United States,Medium,data science,True,Onsite
2458,2023,Executive/Director,Full-time,Director of Data Science,201900,United States,Medium,data science,True,Onsite
2459,2023,Mid-level,Full-time,Data Scientist,189750,United States,Medium,data science,True,Onsite
2460,2023,Mid-level,Full-time,Data Scientist,131100,United States,Medium,data science,True,Onsite
2461,2023,Mid-level,Full-time,Data Science Manager,270000,United States,Medium,data science,True,Remote
2462,2023,Mid-level,Full-time,Data Science Manager,95000,United States,Medium,data science,True,Remote
2463,2023,Senior-level,Full-time,Data Engineer,170000,United States,Medium,data engineering,True,Onsite
2464,2023,Senior-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Onsite
2465,2023,Mid-level,Full-time,Data Engineer,117300,United States,Medium,data engineering,True,Onsite
2466,2023,Mid-level,Full-time,Data Engineer,69000,United States,Medium,data engineering,True,Onsite
2467,2023,Senior-level,Full-time,Data Engineer,182000,United States,Medium,data engineering,True,Remote
2468,2023,Senior-level,Full-time,Data Engineer,144000,United States,Medium,data engineering,True,Remote
2469,2023,Mid-level,Full-time,Data Science Lead,244000,United States,Medium,data science,True,Onsite
2470,2023,Mid-level,Full-time,Data Science Lead,200000,United States,Medium,data science,True,Onsite
2471,2023,Senior-level,Full-time,Data Analyst,120000,United States,Medium,data analytics,True,Remote
2472,2023,Senior-level,Full-time,Data Analyst,100000,United States,Medium,data analytics,True,Remote
2473,2023,Mid-level,Full-time,Data Engineer,260000,United States,Medium,data engineering,True,Onsite
2474,2023,Mid-level,Full-time,Data Engineer,175000,United States,Medium,data engineering,True,Onsite
2475,2023,Senior-level,Full-time,Data Engineer,190000,United States,Medium,data engineering,True,Onsite
2476,2023,Senior-level,Full-time,Data Engineer,150000,United States,Medium,data engineering,True,Onsite
2477,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2478,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2479,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2480,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2481,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2482,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2483,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2484,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2485,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2486,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2487,2023,Senior-level,Full-time,Machine Learning Engineer,250000,United States,Medium,machine learning,True,Onsite
2488,2023,Senior-level,Full-time,Machine Learning Engineer,100000,United States,Medium,machine learning,True,Onsite
2489,2023,Senior-level,Full-time,Machine Learning Engineer,225000,United States,Medium,machine learning,True,Remote
2490,2023,Senior-level,Full-time,Machine Learning Engineer,175000,United States,Medium,machine learning,True,Remote
2491,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2492,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2493,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2494,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2495,2023,Senior-level,Full-time,Data Scientist,210000,United States,Medium,data science,True,Remote
2496,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Remote
2497,2023,Senior-level,Full-time,Data Scientist,236500,United States,Medium,data science,True,Onsite
2498,2023,Senior-level,Full-time,Data Scientist,176000,United States,Medium,data science,True,Onsite
2499,2023,Mid-level,Full-time,Data Scientist,105000,United States,Medium,data science,True,Onsite
2500,2023,Mid-level,Full-time,Data Scientist,102500,United States,Medium,data science,True,Onsite
2501,2023,Senior-level,Full-time,Research Engineer,370000,United States,Medium,data science,True,Onsite
2502,2023,Senior-level,Full-time,Research Engineer,200000,United States,Medium,data science,True,Onsite
2503,2023,Senior-level,Full-time,Data Engineer,260000,United States,Medium,data engineering,True,Onsite
2504,2023,Senior-level,Full-time,Data Engineer,225000,United States,Medium,data engineering,True,Onsite
2505,2023,Senior-level,Full-time,Research Scientist,370000,United States,Medium,data science,True,Onsite
2506,2023,Senior-level,Full-time,Research Scientist,200000,United States,Medium,data science,True,Onsite
2507,2023,Mid-level,Full-time,Data Engineer,186600,United States,Medium,data engineering,True,Remote
2508,2023,Mid-level,Full-time,Data Engineer,116500,United States,Medium,data engineering,True,Remote
2509,2023,Senior-level,Full-time,Data Engineer,80000,Argentina,Medium,data engineering,False,Remote
2510,2023,Senior-level,Full-time,Data Engineer,60000,Argentina,Medium,data engineering,False,Remote
2511,2023,Senior-level,Full-time,Data Science Manager,299500,United States,Medium,data science,True,Onsite
2512,2023,Senior-level,Full-time,Data Science Manager,245100,United States,Medium,data science,True,Onsite
2513,2023,Senior-level,Full-time,Machine Learning Scientist,222000,United States,Medium,data science,True,Remote
2514,2023,Senior-level,Full-time,Machine Learning Scientist,138000,United States,Medium,data science,True,Remote
2515,2023,Senior-level,Full-time,Data Analyst,207300,Canada,Medium,data analytics,True,Remote
2516,2023,Senior-level,Full-time,Data Analyst,149200,Canada,Medium,data analytics,True,Remote
2517,2023,Senior-level,Full-time,Machine Learning Scientist,292000,United States,Medium,data science,True,Remote
2518,2023,Senior-level,Full-time,Machine Learning Scientist,164500,United States,Medium,data science,True,Remote
2519,2023,Senior-level,Full-time,Machine Learning Scientist,292200,United States,Medium,data science,True,Remote
2520,2023,Senior-level,Full-time,Machine Learning Scientist,164500,United States,Medium,data science,True,Remote
2521,2023,Senior-level,Full-time,Data Engineer,163800,United States,Medium,data engineering,True,Onsite
2522,2023,Senior-level,Full-time,Data Engineer,126000,United States,Medium,data engineering,True,Onsite
2523,2023,Senior-level,Full-time,Data Scientist,160000,United States,Medium,data science,True,Onsite
2524,2023,Senior-level,Full-time,Data Scientist,120000,United States,Medium,data science,True,Onsite
2525,2023,Senior-level,Full-time,Data Analyst,140000,United States,Medium,data analytics,True,Onsite
2526,2023,Senior-level,Full-time,Data Analyst,120000,United States,Medium,data analytics,True,Onsite
2527,2023,Mid-level,Full-time,AI Scientist,120000,Germany,Medium,data science,False,Remote
2528,2023,Senior-level,Full-time,Computer Vision Engineer,280000,United States,Medium,machine learning,True,Onsite
2529,2023,Senior-level,Full-time,Computer Vision Engineer,210000,United States,Medium,machine learning,True,Onsite
2530,2023,Mid-level,Full-time,Data Scientist,170000,United States,Medium,data science,True,Remote
2531,2023,Mid-level,Full-time,Data Scientist,150000,United States,Medium,data science,True,Remote
2532,2023,Mid-level,Full-time,Machine Learning Engineer,200000,United States,Medium,machine learning,True,Remote
2533,2023,Mid-level,Full-time,Machine Learning Engineer,170000,United States,Medium,machine learning,True,Remote
2534,2023,Executive/Director,Full-time,Director of Data Science,225000,United States,Medium,data science,True,Remote
2535,2023,Executive/Director,Full-time,Director of Data Science,175000,United States,Medium,data science,True,Remote
2536,2023,Senior-level,Full-time,Data Science Consultant,189750,United States,Medium,data science,True,Onsite
2537,2023,Senior-level,Full-time,Data Science Consultant,131100,United States,Medium,data science,True,Onsite
2538,2023,Senior-level,Full-time,Data Analyst,123400,United States,Medium,data analytics,True,Remote
2539,2023,Senior-level,Full-time,Data Analyst,82200,United States,Medium,data analytics,True,Remote
2540,2023,Entry-level,Full-time,Data Engineer,49132,Great Britain,Medium,data engineering,False,Remote
2541,2023,Entry-level,Full-time,Data Engineer,42991,Great Britain,Medium,data engineering,False,Remote
2542,2023,Executive/Director,Full-time,Applied Machine Learning Engineer,225000,United States,Medium,machine learning,True,Remote
2543,2023,Senior-level,Full-time,Analytics Engineer,50000,Nigeria,Small,data analytics,False,Remote
2544,2023,Senior-level,Full-time,Data Engineer,161800,United States,Medium,data engineering,True,Onsite
2545,2023,Senior-level,Full-time,Data Engineer,121400,United States,Medium,data engineering,True,Onsite
2546,2023,Senior-level,Full-time,Research Scientist,285000,United States,Medium,data science,True,Onsite
2547,2023,Senior-level,Full-time,Research Scientist,193900,United States,Medium,data science,True,Onsite
2548,2023,Senior-level,Full-time,Analytics Engineer,240000,United States,Medium,data analytics,True,Onsite
2549,2023,Senior-level,Full-time,Analytics Engineer,196000,United States,Medium,data analytics,True,Onsite
2550,2023,Senior-level,Full-time,Data Scientist,214000,United States,Medium,data science,True,Onsite
2551,2023,Senior-level,Full-time,Data Scientist,164000,United States,Medium,data science,True,Onsite
2552,2023,Senior-level,Full-time,Decision Scientist,170000,United States,Medium,data science,True,Remote
2553,2023,Senior-level,Full-time,Decision Scientist,155000,United States,Medium,data science,True,Remote
2554,2023,Senior-level,Full-time,Data Analyst,125000,United States,Medium,data analytics,True,Onsite
2555,2023,Senior-level,Full-time,Data Analyst,98000,United States,Medium,data analytics,True,Onsite
2556,2023,Senior-level,Full-time,Machine Learning Engineer,199000,United States,Medium,machine learning,True,Remote
2557,2023,Senior-level,Full-time,Machine Learning Engineer,145000,United States,Medium,machine learning,True,Remote
2558,2023,Senior-level,Full-time,Machine Learning Engineer,260000,United States,Medium,machine learning,True,Remote
2559,2023,Senior-level,Full-time,Machine Learning Engineer,200000,United States,Medium,machine learning,True,Remote
2560,2022,Mid-level,Full-time,Research Engineer,105066,Great Britain,Small,data science,False,Hybrid
2561,2023,Mid-level,Full-time,Data Engineer,110548,Great Britain,Medium,data engineering,False,Onsite
2562,2023,Mid-level,Full-time,Data Engineer,85982,Great Britain,Medium,data engineering,False,Onsite
2563,2023,Senior-level,Full-time,Decision Scientist,185900,United States,Medium,data science,True,Onsite
2564,2023,Senior-level,Full-time,Decision Scientist,129300,United States,Medium,data science,True,Onsite
2565,2023,Executive/Director,Full-time,Data Engineer,200000,United States,Medium,data engineering,True,Onsite
2566,2023,Executive/Director,Full-time,Data Engineer,145000,United States,Medium,data engineering,True,Onsite
2567,2023,Senior-level,Full-time,Data Engineer,175000,United States,Medium,data engineering,True,Onsite
2568,2023,Senior-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Onsite
2569,2023,Senior-level,Full-time,Data Engineer,145000,United States,Medium,data engineering,True,Onsite
2570,2023,Senior-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Onsite
2571,2023,Senior-level,Full-time,Data Engineer,252000,United States,Medium,data engineering,True,Onsite
